RUT,Entidad_In,Fecha_Ingr,RegiÃ³n,Identifica,Longitud,Latitud,Proyeccion,Recurso_Pr,Mapas_Geol,Levantamie,Levantam_1,Base_Datos,Levantam_2,Bases_Dato,Base_Dat_1,Bases_Da_1,Otros_Estu,Imagen_Sat,Estudios_A,Estudio_Es,Informe_Ge,Estudio__1,Presentaci,Plano_Mina,TopografÃ­,EstimaciÃ³,Propiedad_,Este_WGS84,Sur_WGS84,Huso_WGS84,Nombre_Pro,Enlace_Pro,Estado,Recurso__1,Latitude,Longitude
61704000-k,CODELCO,20230317,Región de Antofagasta,281/2023,"-69,2226","-23,7894",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"477322,383980541","7369071,72305568",19 S,Sector Búfalo,https://portalgeo.sernageomin.cl/SIGEX_2019/0766_810_Sector_Búfalo,Proyecto Aprobado,Cu,-23.789399999999944,-69.22259999999994
61704000-k,CODELCO,20230317,Región de Tarapacá,281/2023,"-69,3162","-19,4994",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"466820,392837694","7843882,97832668",19 S,Selina,https://portalgeo.sernageomin.cl/SIGEX_2019/0767_810_Selina,Proyecto Aprobado,Cu,-19.49939999999998,-69.31619999999998
61704000-k,CODELCO,20230317,Región de Coquimbo,281/2023,"-70,6303","-31,2848",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"344816,436328975","6537687,68658804",19 S,Sector Huapi,https://portalgeo.sernageomin.cl/SIGEX_2019/0830_1153_Sector_Huapi,Proyecto Aprobado,Cu,-31.28479999999996,-70.63029999999998
61704000-k,CODELCO,20230317,Región de Coquimbo,281/2023,"-70,148","-29,5854",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"388816,872356928","6726604,2636319",19 S,Sector Máximo,https://portalgeo.sernageomin.cl/SIGEX_2019/0831_1153_Sector_Máximo,Proyecto Aprobado,Cu,-29.585399999999936,-70.14799999999997
61704000-k,CODELCO,20230317,Región de Tarapacá,281/2023,"-69,1875","-20,2834",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"480421,833163516","7757146,03823212",19 S,San Benito NE,https://portalgeo.sernageomin.cl/SIGEX_2019/0832_1153_San_Benito_Ne,Proyecto Aprobado,Cu,-20.283399999999972,-69.18749999999994
61704000-k,CODELCO,20230317,Región de Tarapacá,281/2023,"-69,1481","-19,6081",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"484469,973882729","7831878,66038877",19 S,Sofía,https://portalgeo.sernageomin.cl/SIGEX_2019/0768_810_Sofía,Proyecto Aprobado,Cu,-19.60809999999998,-69.14809999999994
61704000-k,CODELCO,20230317,Región de Atacama,281/2023,"-69,4314","-26,6646",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"457072,073510776","7050639,98476314",19 S,Sector Q. Valiente,https://portalgeo.sernageomin.cl/SIGEX_2019/0769_810_Sector_Q._Valiente,Proyecto Aprobado,Cu,-26.66459999999995,-69.43139999999994
61704000-k,CODELCO,20230317,Región de Antofagasta,281/2023,"-69,388","-22,2052",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"460007,965948219","7544408,8188903",19 S,Tama Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0833_1153_Tama_Norte,Proyecto Aprobado,Cu,-22.205199999999934,-69.38799999999998
61704000-k,CODELCO,20230317,Región de Coquimbo,281/2023,"-70,3351","-30,4059",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"371754,243641043","6635479,92098982",19 S,Thera,https://portalgeo.sernageomin.cl/SIGEX_2019/0834_1153_Thera,Proyecto Aprobado,Cu,-30.405899999999974,-70.33509999999995
61704000-k,CODELCO,20230317,Región de Atacama,281/2023,"-69,9052","-28,9824",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"411816,68958942","6793626,7652972",19 S,Torrente,https://portalgeo.sernageomin.cl/SIGEX_2019/0835_1153_Torrrente,Proyecto Aprobado,Cu,-28.982399999999984,-69.90519999999998
61704000-k,CODELCO,20230317,Región de Atacama,281/2023,"-69,7679","-28,5385",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"424875,56486157","6842902,35932035",19 S,Trébol Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0770_810_Trébol_Norte,Proyecto Aprobado,Cu,-28.538499999999942,-69.76789999999994
61704000-k,CODELCO,20230317,Región de Atacama,281/2023,"-69,8049","-28,8429",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"421483,155997289","6809153,45006267",19 S,Trébol Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0836_1153_Trébol_Sur,Proyecto Aprobado,Cu,-28.84289999999993,-69.80489999999998
61704000-k,CODELCO,20230317,Región de Antofagasta,281/2023,"-67,8565","-23,4105",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"616835,608170228","7410573,55244944",19 S,Tumiza,https://portalgeo.sernageomin.cl/SIGEX_2019/0771_810_Tumiza,Proyecto Aprobado,Cu,-23.410499999999956,-67.85649999999998
61704000-k,CODELCO,20230317,Región de Tarapacá,281/2023,"-69,2598","-21,0558",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"473009,273115974","7671654,81717256",19 S,Ulises,https://portalgeo.sernageomin.cl/SIGEX_2019/0837_1153_Ulises,Proyecto Aprobado,Cu,-21.055799999999977,-69.25979999999998
61704000-k,CODELCO,20230317,Región de Tarapacá,281/2023,"-69,2355","-19,7232",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"475322,64124127","7819131,79079207",19 S,Usmagama,https://portalgeo.sernageomin.cl/SIGEX_2019/0772_810_Usmagama,Proyecto Aprobado,Cu,-19.723199999999963,-69.23549999999994
61704000-k,CODELCO,20230317,Región de Coquimbo,281/2023,"-70,1475","-30,4524",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"389828,105859861","6630524,13827076",19 S,Vallecito,https://portalgeo.sernageomin.cl/SIGEX_2019/0838_1153_Vallecito,Proyecto Aprobado,Cu,-30.452399999999955,-70.14749999999998
61704000-k,CODELCO,20230317,Región de Antofagasta,281/2023,"-68,2874","-22,3731",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"573362,567756936","7525701,50251977",19 S,"Verde, Hikari y Grapa","https://portalgeo.sernageomin.cl/SIGEX_2019/0773_810_Verde,_Hikari_y_Grapa",Proyecto Aprobado,Cu,-22.373099999999965,-68.28739999999993
61704000-k,CODELCO,20230317,Región de Coquimbo,281/2023,"-70,365","-31,9092",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"370936,127004979","6468816,00812205",19 S,Yunque SW,https://portalgeo.sernageomin.cl/SIGEX_2019/0839_1153_Yunque_Sw,Proyecto Aprobado,Cu,-31.90919999999994,-70.36499999999995
7532331-k,Nelson Saavedra Quiroz,20220223,Región Metropolitana,S/N,"-70,927881","-33,444248",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-001,PMIN-001,TOPO-001,REC-002,PRMIN-001,"320799,962376939","6297799,98256206",19 S,Mina Unificada sector Milagro,https://portalgeo.sernageomin.cl/SIGEX_2019/0781_899_Mina_Unificada_sector_Milagro,Proyecto Aprobado,Cu,-33.44424799999996,-70.92788099999996
6965537-8,Hugo Saavedra,20220223,Región Metropolitana,S/N,"-70,927831","-33,441994",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-001,PMIN-001,TOPO-001,REC-002,PRMIN-001,"320799,973986082","6298050,02124659",19 S,Mina Unificada sector Don Carlos,https://portalgeo.sernageomin.cl/SIGEX_2019/0782_900_Mina_Unificada_sector_Don_Carlos,Proyecto Aprobado,Cu,-33.441993999999966,-70.92783099999997
78127000-8,Teck Resources Chile Ltda.,20230225,Región de Antofagasta,02103EX02024,"-69,226856","-23,414606",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-001,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-001,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"476823,020325434","7410564,03225157",19 S,Virginia_Actualizacion2,,Proyecto en Evaluación,Cu(Mo/Zn/Fe),-23.414605999999935,-69.22685599999994
59032420-5,Rio Tinto,20230404,Región de O'Higgins,06102EX02065,"-70,3855","-33,9727",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"372006,439009055","6240006,12222008",19 S,Santa Clara,https://portalgeo.sernageomin.cl/SIGEX_2019/0872_1300_Santa_Clara,Proyecto Aprobado,Cu(Au/Ag),-33.972699999999975,-70.38549999999998
59032420-5,Rio Tinto,20230404,Región de Antofagasta,02103EX02064,"-69,0097","-23,5553",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"499010,042007586","7395006,48577027",19 S,Ruta100,https://portalgeo.sernageomin.cl/SIGEX_2019/0873_1300_Ruta100,Proyecto Aprobado,Cu(Au/Ag),-23.55529999999993,-69.00969999999995
59032420-5,Rio Tinto,20230404,Región Metropolitana,13203EX02063,"-70,3408","-33,883",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"376006,207819682","6250007,71196005",19 S,Nolasco,https://portalgeo.sernageomin.cl/SIGEX_2019/0874_1300_Nolasco,Proyecto Aprobado,Cu(Au/Ag),-33.88299999999998,-70.34079999999994
59032420-5,Rio Tinto,20230404,Región de Antofagasta,02301EX02062,"-70,2295","-22,4666",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"373502,405745027","7515006,76854166",19 S,Don Clemente,https://portalgeo.sernageomin.cl/SIGEX_2019/0875_1300_Don_Clemente,Proyecto Aprobado,Cu(Au/Ag),-22.46659999999997,-70.22949999999997
59032420-5,Rio Tinto,20230404,Región de Antofagasta,02302EX02061,"-69,1354","-21,7937",WGS84,Cu-Au,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"486003,764007123","7590001,13404101",19 S,ARCAS,https://portalgeo.sernageomin.cl/SIGEX_2019/0876_1300_Arcas,Proyecto Aprobado,Cu(Au/Ag),-21.793699999999944,-69.13539999999995
77359794-4,ASTRA EXPLORATION CHILE SpA,20230503,Región de Antofagasta,02302EX02121,"-69,4357","-22,7485",WGS84,Au-Ag,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"455266,200527768","7484255,00206",19 S,Pampa Paciencia,https://portalgeo.sernageomin.cl/SIGEX_2019/0878_1302_Pampa_Paciencia,Proyecto Aprobado,Au/Ag,-22.74849999999998,-69.43569999999994
6571693-3,Julio Para Araya,20230320,Región de Valparaíso,540/2023,"-70,8293","-32,4442",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"328038,553784807","6408853,34837346",19 S,La Esperanza 1 al 17,https://portalgeo.sernageomin.cl/SIGEX_2019/0775_952_La_Esperanza_1_al_17,Proyecto Aprobado,Cu,-32.44419999999997,-70.82929999999993
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Atacama,268/2023,"-69,3694","-25,9197",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"463006,052987634","7133156,70122173",19 S,Castillo,https://portalgeo.sernageomin.cl/SIGEX_2019/0883_1859_Castillo,Proyecto Aprobado,Cu,-25.919699999999978,-69.36939999999998
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,0622","-23,3881",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"493644,017559559","7413515,25217009",19 S,Casado,https://portalgeo.sernageomin.cl/SIGEX_2019/0884_1859_Casado,Proyecto Aprobado,Cu,-23.38809999999995,-69.06219999999996
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,1381","-25,4651",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"486117,277828412","7183543,58064856",19 S,Chaco,https://portalgeo.sernageomin.cl/SIGEX_2019/0885_1859_Chaco,Proyecto Aprobado,Cu,-25.46509999999995,-69.13809999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Tarapacá,268/2023,"-68,9698","-20,7398",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"503144,057517582","7706648,67708122",19 S,Campana,https://portalgeo.sernageomin.cl/SIGEX_2019/0886_1859_Campana,Proyecto Aprobado,Cu,-20.739799999999946,-68.96979999999996
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,238","-25,5813",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"476097,673230345","7170661,76593694",19 S,Campamento,https://portalgeo.sernageomin.cl/SIGEX_2019/0887_1859_Campamento,Proyecto Aprobado,Cu,-25.581299999999942,-69.23799999999994
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-68,9025","-23,3141",WGS84,Cu,MGG-002,MGQ-002,,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"509968,683265991","7421705,40858056",19 S,Amarilla,https://portalgeo.sernageomin.cl/SIGEX_2019/0888_1859_Amarilla,Proyecto Aprobado,Cu,-23.31409999999994,-68.90249999999997
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,1398","-23,2392",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"485698,441865455","7429993,58032396",19 S,Aislada,https://portalgeo.sernageomin.cl/SIGEX_2019/0889_1859_Aislada,Proyecto Aprobado,Cu,-23.239199999999983,-69.13979999999998
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,2156","-24,752",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"478200,366103918","7262495,31023482",19 S,Agua Verde,https://portalgeo.sernageomin.cl/SIGEX_2019/0890_1859_Agua_Verde,Proyecto Aprobado,Cu,-24.751999999999953,-69.21559999999994
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,2699","-24,9869",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"472761,516918689","7236475,6955226",19 S,Viento,https://portalgeo.sernageomin.cl/SIGEX_2019/0891_1859_Viento,Proyecto Aprobado,Cu,-24.986899999999935,-69.26989999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,3152","-25,0821",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"468214,324088879","7225924,32249455",19 S,Viento Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0892_1859_Viento_Sur,Proyecto Aprobado,Cu,-25.08209999999997,-69.31519999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,1033","-24,6121",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"489543,534927532","7277998,82633965",19 S,Profeta,https://portalgeo.sernageomin.cl/SIGEX_2019/0893_1859_Profeta,Proyecto Aprobado,Cu,-24.61209999999994,-69.10329999999993
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,1791","-23,9075",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"481770,529645211","7356002,8905019",19 S,Portezuelo,https://portalgeo.sernageomin.cl/SIGEX_2019/0894_1859_Portezuelo,Proyecto Aprobado,Cu,-23.90749999999997,-69.17909999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,0761","-22,6704",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"492182,347616621","7492964,10426717",19 S,Pomelo,https://portalgeo.sernageomin.cl/SIGEX_2019/0895_1859_Pomelo,Proyecto Aprobado,Cu,-22.670399999999972,-69.07609999999994
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de O'Higgins,268/2023,"-70,3069","-34,2428",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"379651,22344228","6210149,88597799",19 S,Pangal,https://portalgeo.sernageomin.cl/SIGEX_2019/0896_1859_Pangal,Proyecto Aprobado,Cu,-34.24279999999993,-70.30689999999998
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Coquimbo,268/2023,"-70,3127","-31,8996",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"375868,715948236","6469941,29860232",19 S,Laguna del Pelado,https://portalgeo.sernageomin.cl/SIGEX_2019/0897_1859_Laguna_Del_Pelado,Proyecto Aprobado,Cu,-31.899599999999964,-70.31269999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,3127","-25,9041",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"468680,25145834","7134899,072064",19 S,JED,https://portalgeo.sernageomin.cl/SIGEX_2019/0898_1859_Jed,Proyecto Aprobado,Cu,-25.90409999999997,-69.31269999999995
81175700-4,Inversiones Anglo American Norte SpA,20230314,Región de Antofagasta,268/2023,"-69,354","-25,6423",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"464465,76293436","7163880,69307547",19 S,Enigma,https://portalgeo.sernageomin.cl/SIGEX_2019/0899_1859_Enigma,Proyecto Aprobado,Cu,-25.642299999999977,-69.35399999999998
