ID,RUT_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_FAENA,NOMBRE_INSTALACION,TIPO_DEPOSITO,RECURSO,TIPO_MINERIA,CANTIDAD_MUROS__CONTENCION_,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,UTM_NORTE,UTM_ESTE,DATUM,HUSO,LATITUD,LONGITUD,ESTADO_INSTALACION,METODO_CONSTRUCTIVO_MURO,VOL_AUTORIZADO,VOL_ACTUAL,TONELAJE_AUTORIZADO,TONELAJE_ACTUAL,RES_APRUEBA,FECHA_RES_APRUEBA,RES_PDC_APRUEBA,FECHA_RES_PDC,Shape_Length,Shape_Area
0405-4N,sin rut conocido,DESCONOCIDO,PLANTA PLANTILE,ACOPIO DE RELAVE 1-2 ,ACOPIO,ORO,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6733710.198,286854.286,WGS84,19S,-29.5080435,-71.19891597,ABANDONADO,NO APLICA,11500,,17250,,,,,,329.2130149,4405.893333
0406-4N,sin rut conocido,JUAN ALIAGA,PLANTA ALIAGA,ALIAGA,ACOPIO,COBRE-ORO-PLATA,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6677740.081,303591.7976,WGS84,19S,-30.01559444,-71.03652484,ABANDONADO,NO APLICA,,,,,834,1989-08-30,,,58.08961581,244.5375604
0407-4N,sin rut conocido,MINERA CONDOR S.A.,PLANTA SAN CRISTOBAL,SAN CRISTOBAL 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04101,Coquimbo,Elqui,La Serena,6677957.627,303464.0626,WGS84,19S,-30.01361193,-71.03780848,ABANDONADO,AGUAS ARRIBA,155600,,233400,,,,,,526.4833877,19403.01422
0408-4N,sin rut conocido,MINERA CONDOR S.A.,PLANTA SAN CRISTOBAL,SAN CRISTOBAL 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04101,Coquimbo,Elqui,La Serena,6677795.571,303450.5654,WGS84,19S,-30.01507132,-71.03797824,ABANDONADO,AGUAS ARRIBA,125116,,187674,,912,1985-10-09,,,473.8668698,15783.81093
0409-4N,sin rut conocido,MINERA CONDOR S.A.,PLANTA LAMBERT,LAMBERT 1,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6696342.553,295016.5116,WGS84,19S,-29.84642265,-71.12182696,ABANDONADO,NO APLICA,9600,,14400,,1358,1982-12-02,,,182.3891564,1881.5668
0410-4N,sin rut conocido,MINERA CONDOR S.A.,PLANTA LAMBERT,LAMBERT 2,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6696349.272,294947.7974,WGS84,19S,-29.84635063,-71.12253655,ABANDONADO,NO APLICA,61704,,92556,,376,1987-04-20,,,254.058853,4169.015373
0411-4N,sin rut conocido,MINERA CONDOR S.A.,PLANTA LAMBERT,LAMBERT 3,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6696371.476,294998.3725,WGS84,19S,-29.84615878,-71.1220091,ABANDONADO,NO APLICA,18360,,27540,,,,,,134.1773269,1191.345963
0412-4N,78801520-8,CIA. MINERA SAN GERONIMO,TALCUNA,SOCORRO 5,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6692035.928,316852.9685,WGS84,19S,-29.88870587,-70.89663753,INACTIVO,EJE CENTRAL,274332,,411498,,2169,2004-10-06,1530,2015-05-15,834.6962365,44016.02012
0413-4N,78801520-8,CIA. MINERA SAN GERONIMO,TALCUNA,SOCORRO 6,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6692389.846,317117.602,WGS84,19S,-29.88555295,-70.89383792,INACTIVO,AGUAS ABAJO,1669765,2533571,2584340,3800357,2169,2004-10-06,1530,2015-05-15,1460.57159,104664.0065
0414-4N,78801520-8,CIA. MINERA SAN GERONIMO,TALCUNA,HUMO CORRAL,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6691341.933,310986.8897,WGS84,19S,-29.89407826,-70.95747879,ACTIVO,AGUAS ABAJO,11733334,10591522,17600000,15887283,916,2010-10-13,1530,2015-05-15,4009.140381,354830.5532
0415-4N,78801520-8,CIA. MINERA SAN GERONIMO,TALCUNA,LA HIGUERA,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6692044.266,317185.8704,WGS84,19S,-29.88868017,-70.8931902,INACTIVO,EJE CENTRAL,415450,,623175,,621,2002-02-20,1530,2015-05-15,744.1641775,29076.92711
0416-4N,sin rut conocido,FAISAL HARCHA,PLANTA ROLEX,ROLEX 1,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6681331.652,300826.1106,WGS84,19S,-29.98275623,-71.0645155,ABANDONADO,NO APLICA,3900,,5850,,,,,,339.9172379,5396.831644
0417-4N,sin rut conocido,FAISAL HARCHA,PLANTA ROLEX,ROLEX 2,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6681381.913,300873.612,WGS84,19S,-29.98231065,-71.06401402,ABANDONADO,NO APLICA,37000,,55500,,582,1988-06-06,,,179.608386,2042.231521
0418-4N,sin rut conocido,ELQUI SOL YESOS,PLANTA ITAMAR,ITAMAR,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6696479.656,294814.1752,WGS84,19S,-29.84515251,-71.12389401,ABANDONADO,NO APLICA,34377,,51565,,502,1987-06-01,,,265.1554082,4356.715445
0419-4N,sin rut conocido,WALDO SALINAS CABELLO,PLANTA EL SAUCE,EL SAUCE,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6678741.593,301278.1354,WGS84,19S,-30.00618871,-71.06031519,ABANDONADO,NO APLICA,92420,,134009,,457,1989-04-26,,,368.794709,6417.162375
0420-4N,76480648-4,INVERSIONES TRES PLUMAS LTDA,PAJONALES,PAJONALES,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04101,Coquimbo,Elqui,La Serena,6685313.273,294176.8665,WGS84,19S,-29.94575013,-71.1326311,INACTIVO,AGUAS ARRIBA,132000,,198000,,150,1985-02-01,,,655.3020326,27814.0648
0421-4N,10152718-2,ALBERTO MAURICIO FUENTES RIVERA,LAXNAR,EMBALSE DE RELAVE LAXNAR,EMBALSE,COBRE,METÁLICO,0,04,041,04104,Coquimbo,Elqui,La Higuera,6742914.238,331552.9319,WGS84,19S,-29.43183833,-70.73656639,ACTIVO,EXCAVACION TERRENO,,,5400,,1679,2018-12-14,,,200.8810434,2764.655131
0422-4N,79721970-3,MINERA DON ALBERTO,FAENA LAS VACAS,LAS VACAS 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04203,Coquimbo,Choapa,Los Vilos,6471876.226,280511.7204,WGS84,19S,-31.86774841,-71.32011813,INACTIVO,AGUAS ABAJO,262500,,380625,,652,1995-08-28,,,886.6072785,52065.09236
0423-4N,79721970-3,MINERA DON ALBERTO,FAENA LAS VACAS,LAS VACAS 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04203,Coquimbo,Choapa,Los Vilos,6471850.272,280708.6155,WGS84,19S,-31.86802033,-71.31804415,INACTIVO,AGUAS ARRIBA,250000,,375000,,652,1995-08-28,,,780.3135561,36708.80037
0424-4N,79721970-3,MINERA DON ALBERTO,FAENA LAS VACAS,LAS VACAS SUR,EMBALSE,COBRE,METÁLICO,1,04,042,04203,Coquimbo,Choapa,Los Vilos,6471218.188,280481.9731,WGS84,19S,-31.87367461,-71.32058109,ACTIVO,AGUAS ABAJO,2057743,438996,3086615,821702,1848,2012-05-31,,,1509.696472,123724.1565
0425-4N,sin rut conocido,RUBILAN GONZÁLEZ (EX GUSTAVO ALVAREZ),PLANTA SAN MARTIN,SAN MARTIN,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6549876.113,308438.3148,WGS84,19S,-31.16947604,-71.00996561,ABANDONADO,EJE CENTRAL,24594,,36891,,959,1988-09-27,,,305.8166082,6583.469386
0426-4N,sin rut conocido,JOSE SARMIENTO AGUILERA,PLANTA SAN EMILIO,SAN EMILIO,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6552566.511,304509.6299,WGS84,19S,-31.14456608,-71.0506426,ABANDONADO,AGUAS ARRIBA,103350,,155025,,458,1989-04-26,,,573.9784149,17043.53509
0427-4N,sin rut conocido,CIA. CERRO CENTINELA,PLANTA COMBARBALA,EL PARRAL,ACOPIO,ORO,METÁLICO,,04,043,04302,Coquimbo,Limarí,Combarbalá,6551409.411,307724.4916,WGS84,19S,-31.15553256,-71.01715843,ABANDONADO,NO APLICA,600,,900,,,,,,173.8648412,1875.161785
0428-4N,sin rut conocido,CIA. CERRO CENTINELA,PLANTA COMBARBALA,DEPOSITO 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6552767.241,305911.7554,WGS84,19S,-31.14298934,-71.03590388,ABANDONADO,AGUAS ARRIBA,42518,,63777,,,,,,669.5756964,24492.21799
0429-4N,sin rut conocido,CIA. CERRO CENTINELA,PLANTA COMBARBALA,DEPOSITO 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6552612.443,305852.6545,WGS84,19S,-31.1443754,-71.03655334,ABANDONADO,AGUAS ARRIBA,223017,,334525,,,,,,1026.72909,55110.36613
0430-4N,sin rut conocido,CIA. CERRO CENTINELA,PLANTA COMBARBALA,DEPOSITO 3,ACOPIO,COBRE-ORO,METÁLICO,,04,043,04302,Coquimbo,Limarí,Combarbalá,6552708.835,306044.1736,WGS84,19S,-31.14353795,-71.03452686,ABANDONADO,NO APLICA,2678,,4017,,,,,,169.4291594,1556.639352
0431-4N,sin rut conocido,SOC. MINERA ALTAMIRA,PLANTA EL BRONCE,EL BRONCE ,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6555869.208,294222.9173,WGS84,19S,-31.11302405,-71.15780987,ABANDONADO,AGUAS ARRIBA,12000,,18000,,460,1989-04-26,,,250.4748298,4422.046419
0432-4N,sin rut conocido,SUC. CARVAJAL RIVERA,PLANTA QUILITAPIA,QUILITAPIA,ACOPIO,ORO,METÁLICO,,04,043,04302,Coquimbo,Limarí,Combarbalá,6555746.194,293936.5398,WGS84,19S,-31.11408291,-71.16083619,ABANDONADO,NO APLICA,8516,,12774,,183,1988-01-28,,,245.6285467,3082.982926
0433-4N,sin rut conocido,WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,CALIFORNIA 0,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6498105.32,296447.0222,WGS84,19S,-31.63423372,-71.14631303,ABANDONADO,AGUAS ARRIBA,1000,,1500,,,,,,134.7909155,1188.570993
0434-4N,sin rut conocido,WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,CALIFORNIA 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6498019.695,296442.693,WGS84,19S,-31.63500495,-71.14637638,ABANDONADO,AGUAS ARRIBA,5200,,7800,,,,,,137.7024793,901.5766752
0435-4N,sin rut conocido,WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,CALIFORNIA 2A,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6498021.632,296418.7403,WGS84,19S,-31.63498323,-71.1466284,ABANDONADO,AGUAS ARRIBA,43800,,65700,,,,,,349.3266257,4736.031803
0436-4N,sin rut conocido,WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,CALIFORNIA 2B,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6498073.671,296407.4835,WGS84,19S,-31.63451205,-71.14673624,ABANDONADO,AGUAS ARRIBA,34300,,51450,,,,,,258.7803667,4043.978982
0437-4N,sin rut conocido,RAFAEL VALENCIA,RAFAEL VALENCIA,VALENCIA,ACOPIO,COBRE-ORO,METÁLICO,,04,043,04303,Coquimbo,Limarí,Monte Patria,6590385.896,350438.8735,WGS84,19S,-30.8102102,-70.56346087,ABANDONADO,NO APLICA,750,,1125,,,,,,142.8055303,1437.69656
0438-4N,6894258-6,IVAN ALFREDO TELLO ANDRADE,PLANTA IVAN TELLO ANDRADE,TRANQUE 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6578433.535,244410.8761,WGS84,19S,-30.89984389,-71.674024,INACTIVO,EJE CENTRAL,35000,,52500,,,,,,258.7005516,3173.320566
0439-4N,6894258-6,IVAN ALFREDO TELLO ANDRADE,PLANTA IVAN TELLO ANDRADE,TRANQUE 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6578456.024,244310.986,WGS84,19S,-30.89961958,-71.67506246,INACTIVO,EJE CENTRAL,26500,,39750,,488,1984-05-11,,,530.5284568,16027.26236
0440-4N,6894258-6,IVAN ALFREDO TELLO ANDRADE,PLANTA IVAN TELLO ANDRADE,TRANQUE 3,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6578428.358,244148.315,WGS84,19S,-30.89983376,-71.67676973,INACTIVO,EJE CENTRAL,4000,,6000,,,,,,653.6028871,20992.1518
0441-4N,6894258-6,IVAN ALFREDO TELLO ANDRADE,PLANTA IVAN TELLO ANDRADE,ACOPIO 5 (EX MONICA 1),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6578686.809,244311.2886,WGS84,19S,-30.89753947,-71.67500142,INACTIVO,AGUAS ARRIBA,30500,,44225,,,,,,557.2651686,23073.56769
0442-4N,6894258-6,IVAN ALFREDO TELLO ANDRADE,PLANTA IVAN TELLO ANDRADE,MONICA 2,EMBALSE,ORO,METÁLICO,0,04,043,04301,Coquimbo,Limarí,Ovalle,6578949.834,244572.3349,WGS84,19S,-30.89522511,-71.67220699,INACTIVO,EXCAVACION TERRENO,35000,,50750,,,,,,821.0684771,32354.5101
0443-4N,sin rut conocido,JUAN SALINAS,PLANTA EL HUILMO (EX SALINAS),EL HUILMO 1 (EX SALINAS 1),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6581304.415,294638.1949,WGS84,19S,-30.8837515,-71.14830799,ABANDONADO,AGUAS ARRIBA,5173,,7759,,1118,1987-11-16,,,83.02732405,435.0951885
0444-4N,sin rut conocido,JUAN SALINAS,PLANTA EL HUILMO (EX SALINAS),EL HUILMO 2 (EX SALINAS 2),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6581306.757,294659.1007,WGS84,19S,-30.88373401,-71.14808895,ABANDONADO,AGUAS ARRIBA,8000,,11600,,1118,1987-11-16,,,104.3454217,752.4771182
0445-4N,76043773-5,SCM VENTANA MINERALS ,FAENA TRIMINERALS  EX LA COLONIA,EX LA COLONIA 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6503360.058,299120.5795,WGS84,19S,-31.58732676,-71.11706594,INACTIVO,AGUAS ARRIBA,4100,,6150,,180,1988-02-05,,,248.9738441,4352.776984
0446-4N,76043773-5,SCM VENTANA MINERALS ,FAENA TRIMINERALS  EX LA COLONIA,EX LA COLONIA 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6503299.238,299066.878,WGS84,19S,-31.58786575,-71.11764398,ABANDONADO,AGUAS ARRIBA,79900,,119850,,,,,,351.0042815,7067.852369
0447-4N,14575855-6,JUAN POLO DABED,FAENA TUNQUEN EX EL ALMENDRO,TUNQUEN 4 (EX EL ALMENDRO 4),TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6516638.047,300583.8787,WGS84,19S,-31.46786162,-71.09897276,INACTIVO,AGUAS ARRIBA,73900,,110850,,205,1986-02-07,,,482.2143325,10251.62071
0448-4N,14575855-6,JUAN POLO DABED,FAENA TUNQUEN EX EL ALMENDRO,TUNQUEN 5 (EX EL ALMENDRO 5),TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6516494.695,300607.6904,WGS84,19S,-31.46915826,-71.09875112,INACTIVO,EJE CENTRAL,199750,,299625,,205,1986-02-07,,,636.7029034,18520.73494
0449-4N,14575855-6,JUAN POLO DABED,FAENA TUNQUEN,TUNQUEN,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6515399.928,301408.4471,WGS84,19S,-31.47916712,-71.09054684,ACTIVO,,1641600,35681,2462400,70971,1177,2003-04-02,,,946.1879301,35692.31258
0450-4N,77526263-K,SOC. MINERA MONTE ALTO SpA,PLANTA MINERA AURORA VILLABLANCA SPA,EMBALSE SEGURA,EMBALSE,COBRE-ORO,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6579658.142,292522.3409,WGS84,19S,-30.8982265,-71.17076372,ACTIVO,AGUAS ABAJO,9600,1716,14400,2575,1873,2014-12-11,,,232.4213432,3675.979914
0451-4N,sin rut conocido,SLM EL DORADO,PLANTA EL CISNE,EL CISNE,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04304,Coquimbo,Limarí,Punitaqui,6583781.42,285746.4232,WGS84,19S,-30.85984045,-71.24074683,ABANDONADO,EJE CENTRAL,32400,,48600,,105,1984-01-18,,,527.8063943,17277.18487
0452-4N,77294324-5,MINERA BMR SPA,ALTOS DE PUNITAQUI,TAMAYA (EX LOS MANTOS 1-2),TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04304,Coquimbo,Limarí,Punitaqui,6583802.533,286499.4508,WGS84,19S,-30.85978612,-71.23287202,INACTIVO,EJE CENTRAL,3157334,3021682,4736000,4532523,639,2008-07-25,2122,2015-08-21,1123.824253,86964.26327
0453-4N,76099463-4,MINERA ALTO DE PUNITAQUI,DESCONOCIDO,TAMAYA 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6617161.942,272683.1323,WGS84,19S,-30.55645031,-71.36989899,ABANDONADO,AGUAS ARRIBA,102498,,153747,,,,,,996.3962489,52532.63046
0454-4N,77294324-5,MINERA BMR SPA,ALTOS DE PUNITAQUI,TRANQUE 3 (EX TAMAYA 3),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,043,04304,Coquimbo,Limarí,Punitaqui,6583953.627,287135.0052,WGS84,19S,-30.85853821,-71.2261979,ACTIVO,EJE CENTRAL,531865,138809,946721,253849,613,2015-03-10,2122,2015-08-21,1901.970913,205129.9104
0455-4N,77294324-5,MINERA BMR SPA,ALTOS DE PUNITAQUI,DEPOSITO ESPESADO,ESPESADO,ORO,METÁLICO,2,04,043,04304,Coquimbo,Limarí,Punitaqui,6583456.936,287063.1504,WGS84,19S,-30.86300374,-71.22705246,ACTIVO,EJE CENTRAL,2750000,2473368,5500000,3710053,2243,2015-09-04,2122,2015-08-21,1400.05862,111289.5692
0456-4N,sin rut conocido,LEONEL ANGEL BRUNE,PLANTA LAS PALMAS,LAS PALMAS ,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04305,Coquimbo,Limarí,Río Hurtado,6635795.266,320567.8275,WGS84,19S,-30.39652296,-70.86771717,ABANDONADO,EJE CENTRAL,26670,,40005,,512,1988-05-09,,,226.843635,3380.363974
0457-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,ATELCURA,ACOPIO,ORO,METÁLICO,,04,042,04202,Coquimbo,Choapa,Canela,6504869.287,278805.632,WGS84,19S,-31.56999562,-71.33068219,ABANDONADO,NO APLICA,1000,,1500,,,,,,121.4359856,943.5776074
0458-4N,53214660-7,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,ESPERANZA 0,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6524673.941,304541.0213,WGS84,19S,-31.39607956,-71.05576211,ABANDONADO,AGUAS ARRIBA,14600,,21900,,,,,,370.7981311,6988.764756
0459-4N,53214660-7,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,ESPERANZA 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6524586.858,304536.0221,WGS84,19S,-31.39686393,-71.05583177,ABANDONADO,AGUAS ARRIBA,46700,,70050,,144,1985-02-01,,,320.3066282,5626.398928
0460-4N,53214660-7,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,ESPERANZA 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6523565.086,304011.073,WGS84,19S,-31.40598841,-71.06155145,ABANDONADO,AGUAS ARRIBA,12100,,18150,,,,,,408.191759,10475.30635
0461-4N,53214660-7,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA 2,ESPERANZA DOS,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6497786.46,294348.9252,WGS84,19S,-31.63673475,-71.16848918,ABANDONADO,AGUAS ARRIBA,29200,,43800,,643,1987-07-17,,,452.6168303,13720.07467
0462-4N,53214660-7,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,DEPOSITO ,ACOPIO,COBRE-ORO,METÁLICO,,04,042,04201,Coquimbo,Choapa,Illapel,6524166.811,304114.3022,WGS84,19S,-31.40058023,-71.06034762,ABANDONADO,NO APLICA,7095,,10643,,,,,,910.6231288,10445.66238
0463-4N,sin rut conocido,SLM ANTA COLLA,ANTA COLLA,ANTA COLLA 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6499608.976,296765.5495,WGS84,19S,-31.62073315,-71.14264552,ABANDONADO,AGUAS ARRIBA,7000,,10000,,645,1987-07-17,,,271.8266676,5104.790483
0464-4N,sin rut conocido,SLM ANTA COLLA,ANTA COLLA,ANTA COLLA 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6499686.52,296730.3153,WGS84,19S,-31.62002777,-71.14300073,ABANDONADO,AGUAS ARRIBA,,,,,645,1987-07-17,,,265.0470469,4539.613647
0465-4N,sin rut conocido,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,ASIENTO VIEJO 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6501606.511,298493.1833,WGS84,19S,-31.60302733,-71.12403309,ABANDONADO,EJE CENTRAL,12800,,19200,,103,1984-01-18,,,218.274177,3044.493046
0466-4N,sin rut conocido,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,ASIENTO VIEJO 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6501651.474,298465.3747,WGS84,19S,-31.60261706,-71.12431684,ABANDONADO,EJE CENTRAL,5500,,8250,,103,1984-01-18,,,279.4541472,4005.81041
0467-4N,sin rut conocido,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,ASIENTO VIEJO 3,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6501730.477,298437.2236,WGS84,19S,-31.60189982,-71.12459722,ABANDONADO,EJE CENTRAL,1800,,2700,,,,,,341.6644294,6990.801422
0468-4N,79516980-6,CIA. MINERA PORTEZUELO,PLANTA PORTEZUELO,PORTEZUELO 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6502170.757,298325.6782,WGS84,19S,-31.59791064,-71.12568208,INACTIVO,AGUAS ARRIBA,46186,,69279,,411,1984-04-10,3313,2003-10-13,431.7160068,11943.6621
0469-4N,sin rut conocido,SLM AUCO (EX ODE AGUAD MONTENEGRO),PLANTA AUCO (EX PLANTA JODE),AUCO,ACOPIO,COBRE-ORO,METÁLICO,,04,042,04201,Coquimbo,Choapa,Illapel,6505240.925,300532.5454,WGS84,19S,-31.5706139,-71.10181306,ABANDONADO,NO APLICA,32804,,49260,,212,1988-02-12,,,506.0495717,13575.27947
0470-4N,77146347-9,PLANTA DE BENEFICIO RCM FARELLON SANCHEZ SPA,PLANTA DE BENEFICIO RCM FARELLON SANCHEZ,DON ROBERTO (EX FARELLON SANCHEZ 1-2),EMBALSE,COBRE-ORO,METÁLICO,0,04,042,04201,Coquimbo,Choapa,Illapel,6518620.012,307804.9063,WGS84,19S,-31.45121354,-71.02262392,INACTIVO,EXCAVACION TERRENO,875,,1312,,66,1990-01-19,,,191.7302048,2722.654171
0471-4N,78199020-5,SLM FLAMENCA UNA DE FARELLON SANCHEZ,FAENA SLM FLAMENCA UNA DE FARELLON SANCHEZ,LETICIA 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6518387.38,307794.0621,WGS84,19S,-31.45330937,-71.02278307,INACTIVO,AGUAS ARRIBA,7350,,11025,,,,,,356.9409426,9056.175131
0472-4N,78199020-5,SLM FLAMENCA UNA DE FARELLON SANCHEZ,FAENA SLM FLAMENCA UNA DE FARELLON SANCHEZ,LETICIA 2,ACOPIO,ORO,METÁLICO,,04,042,04201,Coquimbo,Choapa,Illapel,6518264.542,307754.7422,WGS84,19S,-31.45441045,-71.02322047,ABANDONADO,NO APLICA,152000,,228000,,,,,,380.8252509,8618.665846
0473-4N,76616375-0,MINERA DIAMANTINO LTDA.,PLANTA ANA MARIA,ANA MARIA 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6520886.475,308751.5942,WGS84,19S,-31.43093371,-71.01222949,ABANDONADO,AGUAS ARRIBA,199600,,299400,,,,,,766.9238967,35227.49698
0474-4N,76616375-0,MINERA DIAMANTINO LTDA.,PLANTA ANA MARIA,ANA MARIA 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6521297.45,308521.8208,WGS84,19S,-31.42718995,-71.01456652,ABANDONADO,EJE CENTRAL,95880,,143820,,573,1986-06-02,,,695.4533131,28762.82172
0475-4N,4244655-6,MANUEL AGUIRRE BUSTAMANTE,FAENA LA FORTUNA,LA FORTUNA 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6523041.005,301831.6939,WGS84,19S,-31.41034322,-71.08456739,INACTIVO,AGUAS ARRIBA,1345,,2017,,1002,1987-10-19,913,2014-03-25,328.8501277,5372.604447
