Nombre_Pro,Entidad_In,RUT_clean,Recurso_Pr,Recurso_Grupo,Región,Region_Norm,Estado,lat,lon,Cluster,Prob
Tropico,Trópico SpA,76337777-6,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.445312499999943,-70.21588134799998,55,1.0
Araucano-1,ENAP,92604000-6,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-52.80529785199997,-69.74938964799998,1,1.0
Arenal Suroeste,ENAP,92604000-6,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-52.91802978499993,-69.66650390599995,1,1.0
Proyecto de Reconocimiento Mina La Canela Subterranea,KUPRO RESOURCES SPA,76248357-2,Cu-Ag,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.41119384799998,-71.01171874999994,67,1.0
Retamilla,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.86938476599994,-70.92529296899994,8,1.0
Veta Catalina,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.69317626999998,-70.84960937499994,7,1.0
Veta Chemulpo,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.69317626999998,-70.85168456999997,7,1.0
Veta Justicia,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.69512939499998,-70.85040283199999,7,1.0
Puquios,Cuprum Resources Chile SPA,76125921-0,Cu-Mo,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.440429687999938,-70.71148681599993,79,1.0
Rubi,FQM Exploration Chile S.A.,96709010-7,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.44378662099996,-69.65197753899997,2,1.0
Anomalía La Sal,CODELCO,61704000-K,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.38500976599994,-69.56799316399997,2,1.0
Arena Norte,ANTOFAGASTA MINERALS S.A,93920000-2,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.41180419899996,-70.22961425799997,75,1.0
Colliguay,Sumitomo Metal Mining Chile Ltda,76005488-7,Au-Ag,Oro,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-33.18139648399995,-71.21478271499996,-1,1.0
Garuma,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.429016112999932,-69.33038330099998,41,1.0
Maní,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.591796874999943,-69.25488281299994,27,1.0
Quinchamale,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.658508300999927,-68.90399169899996,25,1.0
Veta Rabiosa,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.695983886999954,-70.84790039099994,7,1.0
Veta Villarica,Compañía Minera San Gerónimo,78801520-8,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.69708251999998,-70.84692382799994,7,1.0
Celinda,Santiago Metals Proyecto Uno Ltda,76264794-k,Cu-Ag,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.041687011999954,-68.55938720699999,80,1.0
Mamuta,Rio Tinto,59032420-5,Cu,Cobre,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto Aprobado,-18.99719238299997,-69.53277587899998,-1,1.0
Olimpo,Rio Tinto,59032420-5,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-21.07000732399996,-68.61999511699997,16,1.0
Palmani,Rio Tinto,59032420-5,Cu,Cobre,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto Aprobado,-18.25231933599997,-69.77130126999998,-1,1.0
Aurora,CODELCO,61704000-K,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.20031738299997,-69.02410888699995,-1,1.0
Falco,YPF Chile S.A.,76162492-K,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-53.300720214999956,-68.72058105499997,29,1.0
Gaviota Sur,YPF Chile S.A.,76162492-K,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-53.291503905999946,-68.65808105499997,29,1.0
Huala,YPF Chile S.A.,76162492-K,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-53.29321289099994,-68.87030029299996,29,1.0
Loica,YPF Chile S.A.,76162492-K,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-53.54791259799998,-69.00549316399997,-1,1.0
Atlantida,FQM Exploration Chile S.A.,96709010-7,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.977111815999933,-69.98748779299996,6,1.0
Caldera,FQM Exploration Chile S.A.,96709010-7,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.89440917999997,-69.80548095699999,72,1.0
Andes-Central,MINERA RELINCHO COPPER SA,99589930-2,Cu-Mo,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-28.548583983999947,-70.33648681599993,39,1.0
Bandurrias,Capstone Mining Chile SpA,76214436-0,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-30.82141113299997,-70.66857910199997,-1,1.0
Suri,SQM S.A.,93007000-9,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.653015136999954,-69.95239257799994,81,1.0
Wanka Pampa,SQM S.A.,93007000-9,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.317687987999932,-69.67059326199995,82,1.0
Proyecto La Niña,MINERA MELON S.A,76163321-K,Carbonato de Calcio,Otro,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-30.308776854999962,-71.50299072299998,-1,1.0
Proyecto Lengua de Vaca,MINERA MELON S.A,76163321-K,Carbonato de Calcio,Otro,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-30.285827636999954,-71.62499999999994,-1,1.0
Caspiche,Norte Abierto SpA,77116500-1,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.68402099599996,-69.34228515599995,35,1.0
Punta del Viento,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.070983886999954,-69.28472900399998,-1,1.0
Puren,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.321594237999932,-69.70489501999998,73,1.0
Quimal,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.09771728499993,-68.71862792999997,77,1.0
Aico,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto Aprobado,-18.784790038999972,-69.42950439499998,-1,1.0
D15,QUANTUM PACIFIC EXPLORATION SPA,76320311-5,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.179077147999976,-69.37438964799998,22,1.0
E200,QUANTUM PACIFIC EXPLORATION SPA,76320311-5,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.53698730499997,-69.32482910199997,27,1.0
Abran,Sumitomo Metal Mining Chile Ltda,76005488-7,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-21.830200194999975,-68.83190917999997,21,1.0
Flor del Desierto,Sumitomo Metal Mining Chile Ltda,76005488-7,Cu-Mo,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.049804687999938,-69.13378906299994,18,1.0
Pase,Far West Exploration S.A.,76069159-3,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.184082030999946,-70.09997558599997,-1,1.0
Remolinos,Far West Exploration S.A.,76069159-3,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.812988280999946,-70.25469970699999,-1,1.0
Las Petacas,Las Petacas SpA,76259205-3,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.68737792999997,-70.37609863299997,-1,1.0
Alcaparra D,Compañía Minera del Pacífico S.A.,94638000-8,Fe,Hierro,Región de Atacama,ATACAMA,Proyecto Aprobado,-28.651123046999942,-70.91540527299998,83,1.0
Cortadera,Compañía Minera del Pacífico S.A.,94638000-8,Fe,Hierro,Región de Atacama,ATACAMA,Proyecto Aprobado,-29.103088378999928,-71.01098632799994,10,1.0
Don Franco,Rio Tinto,59032420-5,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.037597655999946,-69.61968994099993,-1,1.0
San Marcos,Rio Tinto,59032420-5,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.403198241999974,-70.12127685499996,-1,1.0
Pampa Fuego Mirador,Compañía Minera Centinela,76727404-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.005187987999932,-68.98248290999999,-1,1.0
Cerro Amarillo,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.61102294899996,-69.46929931599993,-1,1.0
Exploración Blanco,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.53430175799997,-70.03240966799996,-1,1.0
Alto Barriga,CODELCO,61704000-K,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-33.09527587899993,-70.17687988299997,12,1.0
Alto Los Leones,CODELCO,61704000-K,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-33.04272460899995,-70.15081787099996,12,1.0
Potrero Escondido,CODELCO,61704000-K,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-33.06201171899994,-70.21771240199996,12,1.0
Fenix Norte,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto Aprobado,-18.135986327999944,-69.70330810499996,-1,1.0
Guanaco,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.947998046999942,-69.38659667999997,-1,1.0
Pampa Blanca,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.61370849599996,-69.38031005899995,-1,1.0
Pampa Copiapina,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.31622314499998,-69.49548339799998,-1,1.0
Pampa Mirador,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.403076171999942,-69.69500732399996,82,1.0
Pegaso,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.761901854999962,-69.45141601599994,60,1.0
Nakiri,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.09020996099997,-69.51690673799999,-1,1.0
Natalia,CODELCO,61704000-K,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.261474608999947,-69.71612548799999,2,1.0
Pisqueros Española,CODELCO,61704000-K,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.267517089999956,-69.53448486299999,2,1.0
Punta del Viento Oriental,CODELCO,61704000-K,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.270812987999932,-69.70941162099996,2,1.0
Proyecto Cuenca Laguna Negro Francisco,LAGUNA NEGRO FRANCISCO SPA,9405936-4,Li,Otro,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.509216308999953,-69.18377685499996,-1,1.0
REGALO,MINERA LAS CENIZAS,79963260-8,Cu-Ag,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-32.481689452999944,-71.05950927699996,67,1.0
Luciano Norte,Norte Abierto SpA,77116500-1,Au,Oro,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.779296874999943,-69.38421630899995,36,1.0
Úrsula,Norte Abierto SpA,77116500-1,Au,Oro,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.77191162099996,-69.37670898399995,36,1.0
Escarpe,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.881591796999942,-69.76831054699994,50,1.0
Exploracion Sur,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.042907714999956,-69.72369384799998,-1,1.0
Exploración Western,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.96368408199993,-69.79217529299996,50,1.0
Laberinto,ANTOFAGASTA MINERALS S.A,93920000-2,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.470886229999962,-69.33520507799994,-1,1.0
K08,QUANTUM PACIFIC EXPLORATION SPA,76320311-5,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.426391601999967,-69.88098144499997,45,1.0
Quimal,ANTOFAGASTA MINERALS S.A,93920000-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.09771728499993,-68.71862792999997,77,1.0
Pastos Largos,CODELCO,61704000-K,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-21.859008788999972,-68.84228515599995,21,1.0
Celia,SQM S.A.,93007000-9,Cu-Zn,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.145202636999954,-69.73858642599998,-1,1.0
Comejen,SQM S.A.,93007000-9,Cu-Ag,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.651916503999928,-69.98132324199997,81,1.0
Guallata,SQM S.A.,93007000-9,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.62060546899994,-69.95800781299994,81,1.0
Kiula,SQM S.A.,93007000-9,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.63391113299997,-69.95629882799994,81,1.0
Casado,Anglo American Chile Inversiones S.A.,76457675-6,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.384704589999956,-69.02868652299998,-1,1.0
Chitigua Central,Anglo American Chile Inversiones S.A.,76457675-6,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-21.589111327999944,-68.80859374999994,20,1.0
Nereida,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.007202147999976,-68.61138915999999,80,1.0
Soledad,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.98919677699996,-69.23620605499997,62,1.0
Proyecto Sumo Pampa Orcoma,SQM Nitratos S.A.,96592190-7,Nitratos,Otro,Región de Tarapacá,TARAPACÁ,Proyecto en Evaluación,-19.89349365199996,-69.97442626999998,-1,1.0
Pequita,Compañía Minera San Gerónimo,78801520-8,Cu-Ag,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.82177734399994,-71.16278076199995,84,1.0
Santa Barbara,Compañía Minera San Gerónimo,78801520-8,Cu-Ag,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.819580077999944,-71.15502929699994,84,1.0
Fundición,Compañía Minera San Gerónimo,78801520-8,Cu-Ag,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.82019042999997,-71.14727783199999,84,1.0
Quebrada Los Placeres,Compañía Minera San Gerónimo,78801520-8,Cu-Ag,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.823486327999944,-71.16650390599995,84,1.0
Rosa,Compañía Minera San Gerónimo,78801520-8,Cu-Ag,Cobre,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.65930175799997,-71.02508544899996,-1,1.0
Puzolana-Condor,Cementos Bío Bío S.A.,91755000-K,Puzolana,Otro,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto en Evaluación,-18.65411376999998,-70.19592285199997,-1,1.0
Yeso Picaflor,Cementos Bío Bío S.A.,91755000-K,Yeso,Otro,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto en Evaluación,-18.363586425999927,-70.06671142599998,-1,1.0
Yeso Torcaza,Cementos Bío Bío S.A.,91755000-K,Yeso,Otro,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto en Evaluación,-18.76800537099996,-69.90850830099998,-1,1.0
Manto 2,CIA. MRA. Y COM. SALI HOCHSCHILD S.A.,90853000-4,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.361328124999943,-70.16778564499998,31,1.0
Manto Cobrizo,CIA. MINERA CARMEN BAJO,81556700-5,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-27.363586425999983,-70.17291259799998,31,1.0
América,INVERSIONES AMÉRICA SpA,76584392-8,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-28.119689940999933,-70.24737548799999,51,1.0
Huara,SCM COSAYACH YODO,96625710-5,Nitratos,Otro,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.02899999999994,-69.80099999999999,-1,1.0
Paccha,Sociedad Contractual Minera Copiapó,96623750-3,Nitratos,Otro,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-19.540026181999963,-69.89299999999997,-1,1.0
La Fortuna,SOC. EXPLORACION Y DESARROLLO MINERO (EXPLODESA),79812520-6,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-32.68176099999994,-71.02199999999993,78,1.0
Agustina,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-21.95622599999996,-69.18207799999993,-1,1.0
Anillo Central,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.28099999999995,-69.38619999999997,85,1.0
Anillo NW,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.266299999999944,-69.44919999999996,85,1.0
Agua Dulce,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.248299999999972,-70.22349999999994,86,1.0
Camelia Unión,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.230899999999963,-70.17129999999997,86,1.0
Angélica,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.15739999999994,-70.13849999999996,86,1.0
Gimena,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.15289999999993,-70.17579999999998,86,1.0
Gina,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.273199999999974,-70.15379999999993,86,1.0
Kiruna,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.538399999999967,-70.12699999999995,71,1.0
Longko,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.542699999999968,-70.06529999999998,71,1.0
María Sur,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.30209999999994,-70.19339999999994,86,1.0
MPS,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.54839999999996,-70.22139999999996,71,1.0
Paulina,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.22769999999997,-70.14179999999993,86,1.0
Proyecto Las Marías,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.28589999999997,-70.18709999999999,86,1.0
Diorita,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.310199999999952,-70.17539999999997,86,1.0
Ojeda,Compañia Mantos de la Luna S.A.,96939240-2,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.162499999999966,-69.88309999999996,44,1.0
Los Domos,Southern Gold SpA.,76613948-5,Au,Oro,Región Aysén,REGIÓN AYSÉN,Proyecto en Evaluación,-46.67229999999995,-71.77819999999997,68,1.0
TIUQUE-1,ENAP,92604000-6,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-52.84039999999993,-69.88159999999993,1,1.0
WALOLEN ZG-1,ENAP,92604000-6,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-52.83837537399995,-69.84231999999997,1,1.0
PICUYO ZG-1,ENAP,92604000-6,Hidrocarburos,Hidrocarburos,Región de Magallanes,MAGALLANES,Proyecto Aprobado,-52.38669633799998,-70.45987499999995,-1,1.0
Kaburkaála,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.77479999999997,-69.08759999999995,-1,1.0
Relojito,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.548899999999946,-69.09529999999995,24,1.0
Tama Norte,CODELCO,61704000-k,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.205199999999934,-69.38799999999998,22,1.0
Santa Clara,Rio Tinto,59032420-5,Cu-Au,Cobre,Región de O'Higgins,O'HIGGINS,Proyecto Aprobado,-33.972699999999975,-70.38549999999998,-1,1.0
Ruta100,Rio Tinto,59032420-5,Cu-Au,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.55529999999993,-69.00969999999995,-1,1.0
Nolasco,Rio Tinto,59032420-5,Cu-Au,Cobre,Región Metropolitana,REGIÓN METROPOLITANA,Proyecto Aprobado,-33.88299999999998,-70.34079999999994,-1,1.0
Don Clemente,Rio Tinto,59032420-5,Cu-Au,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.46659999999997,-70.22949999999997,71,1.0
ARCAS,Rio Tinto,59032420-5,Cu-Au,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-21.793699999999944,-69.13539999999995,-1,1.0
Pampa Paciencia,ASTRA EXPLORATION CHILE SpA,77359794-4,Au-Ag,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.74849999999998,-69.43569999999994,60,1.0
Campana,Inversiones Anglo American Norte SpA,81175700-4,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.739799999999946,-68.96979999999996,-1,1.0
Campamento,Inversiones Anglo American Norte SpA,81175700-4,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.581299999999942,-69.23799999999994,19,1.0
Charango,Inversiones Anglo American Norte SpA,81175700-4,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.668799999999976,-69.43119999999993,28,1.0
Exploración Distrital Florida,Minera Florida Ltda.,76591160-5,Au-Zn,Oro,Región Metropolitana,REGIÓN METROPOLITANA,Proyecto Aprobado,-34.000099999999975,-70.99639999999994,14,1.0
NEGRA BERTA 1 al 20,PABLO VIVERO A,7521184-8,Cu,Cobre,Región de Arica y Parinacota,ARICA Y PARINACOTA,Proyecto Aprobado,-18.45649999999995,-69.48739999999998,46,1.0
Altos de Parca,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-19.948999999999955,-69.16019999999997,-1,1.0
Haydee,BHP CHILE INC,86160300-8,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto Aprobado,-26.065799999999967,-69.22689999999994,34,1.0
Cerro Bayo,Minera Equus Chile SpA,76166482-4,Au-Ag,Oro,Región Aysén,REGIÓN AYSÉN,Proyecto Aprobado,-46.55049999999994,-71.95609999999994,87,1.0
Cerro Buenos Aires,Pampa Metals Chile SpA,77190753-9,Au-Cu,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.649981999999966,-69.75200899999999,47,1.0
Redondo_Veronica,Pampa Metals Chile SpA,77190753-9,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.885951999999975,-69.01001999999994,-1,1.0
Ricardo,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,78273180-7,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto en Evaluación,-22.533999999999935,-68.91799999999995,-1,1.0
SOCIEDAD MINERA 3H LIMITADA,SOCIEDAD MINERA 3H LIMITADA,76312388-K,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.72999999999996,-70.97499999999997,78,1.0
MINERA 3H LIMITADA,MINERA 3H LIMITADA,72504292-5,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.72799999999995,-70.97599999999994,78,1.0
SOCIEDAD MINERA A&O LTDA.,SOCIEDAD MINERA A&O LTDA.,76722598-9,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.74199999999996,-70.97499999999997,78,1.0
Uva,SOC. EXPLORACION Y DESARROLLO MINERO (EXPLODESA),77359573-9,Cu,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto Aprobado,-32.72399999999993,-70.96199999999999,78,1.0
Guanaco,GUANACO COMPAÑIA MINERA SPA,78097950-K,Au-Ag,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-25.133999999999958,-69.59499999999997,69,1.0
Cerro Buenos Aires,GUANACO COMPAÑIA MINERA SPA,78097950-K,Au-Ag,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.71599999999995,-69.73899999999998,47,1.0
Las Pampas,GUANACO COMPAÑIA MINERA SPA,78097950-K,Au-Ag,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-24.682999999999936,-69.64199999999994,47,1.0
PN Bloque III,ANTOFAGASTA MINERALS S.A,93920000-2,Cu,Cobre,Región de Tarapacá,TARAPACÁ,Proyecto Aprobado,-20.662999999999954,-69.24299999999994,-1,1.0
